,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2017,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,LIBERAL ARTS,,,,,,,,,,,,,
DEPARTMENT:,ANTHROPOLOGY,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
ANTH-201-200,21,0,2,0,0,23,3.826,0,0,0,0,0,23,CARLSON D
,91.30%,0.00%,8.70%,0.00%,0.00%,,,,,,,,,
ANTH-201-501,21,51,25,9,5,111,2.666,0,0,0,12,1,124,ALVARD M
,18.92%,45.95%,22.52%,8.11%,4.50%,,,,,,,,,
ANTH-201-502,31,13,5,4,5,58,3.051,0,0,0,1,0,59,DOZIER C
,53.45%,22.41%,8.62%,6.90%,8.62%,,,,,,,,,
ANTH-201-599,21,59,28,4,2,114,2.815,0,0,0,13,0,127,BRYANT V
,18.42%,51.75%,24.56%,3.51%,1.75%,,,,,,,,,
COURSE TOTAL:,94,123,60,17,12,306,2.882,0,0,0,26,1,333,
,30.72%,40.20%,19.61%,5.56%,3.92%,,,,,,,,,
ANTH-202-501,4,31,36,10,3,84,2.273,0,0,0,6,0,90,THOMS A
,4.76%,36.90%,42.86%,11.90%,3.57%,,,,,,,,,
COURSE TOTAL:,4,31,36,10,3,84,2.273,0,0,0,6,0,90,
,4.76%,36.90%,42.86%,11.90%,3.57%,,,,,,,,,
ANTH-204-500,7,29,19,7,4,66,2.424,0,0,0,12,0,78,GRAF K
,10.61%,43.94%,28.79%,10.61%,6.06%,,,,,,,,,
COURSE TOTAL:,7,29,19,7,4,66,2.424,0,0,0,12,0,78,
,10.61%,43.94%,28.79%,10.61%,6.06%,,,,,,,,,
ANTH-205-501,71,43,7,3,0,124,3.467,0,0,0,9,0,133,VIEIRA DE CASTRO L
,57.26%,34.68%,5.65%,2.42%,0.00%,,,,,,,,,
ANTH-205-502,4,6,3,0,2,15,2.666,0,0,0,0,0,15,LYNCH D
,26.67%,40.00%,20.00%,0.00%,13.33%,,,,,,,,,
ANTH-205-503,104,62,25,5,2,198,3.318,0,0,0,1,0,199,LYNCH D
,52.53%,31.31%,12.63%,2.53%,1.01%,,,,,,,,,
ANTH-205-504,12,10,5,1,0,28,3.178,0,0,0,0,0,28,WINKING J
,42.86%,35.71%,17.86%,3.57%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2017,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,LIBERAL ARTS,,,,,,,,,,,,,
DEPARTMENT:,ANTHROPOLOGY,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
ANTH-205-505,41,34,13,3,0,91,3.241,0,0,0,0,0,91,KENNEDY C
,45.05%,37.36%,14.29%,3.30%,0.00%,,,,,,,,,
ANTH-205-506,77,16,4,1,1,99,3.686,0,0,0,0,0,99,SMITH M
,77.78%,16.16%,4.04%,1.01%,1.01%,,,,,,,,,
ANTH-205-507,40,10,3,0,0,53,3.698,0,0,0,0,0,53,PAREDES SALCEDO R
,75.47%,18.87%,5.66%,0.00%,0.00%,,,,,,,,,
ANTH-205-508,33,16,1,2,1,53,3.471,0,0,0,1,0,54,BORD A
,62.26%,30.19%,1.89%,3.77%,1.89%,,,,,,,,,
ANTH-205-509,75,9,0,1,0,85,3.858,0,0,0,0,0,85,PERROTTI A
,88.24%,10.59%,0.00%,1.18%,0.00%,,,,,,,,,
ANTH-205-599,19,47,40,16,6,128,2.445,0,0,0,24,0,152,BRYANT V
