,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016 - COLLEGE STATION,,,,,,,,,,,
COLLEGE:,PUBLIC HEALTH,,,,,,,,,,,,,
DEPARTMENT:,ENVIRONMENTAL & OCCPTNL HLTH,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
PHEO-600-600,15,6,0,0,0,21 3.714,0,0,0,0,0,21,BENDEN M
,71.43%,28.57%,0.00%,0.00%,0.00%,,,,,,,,,
PHEO-600-601,7,4,0,0,0,11 3.636,0,0,0,2,1,14,BENDEN M
,63.64%,36.36%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,22,10,0,0,0,32 3.688,0,0,0,2,1,35,
,68.75%,31.25%,0.00%,0.00%,0.00%,,,,,,,,,
PHEO-610-600,20,2,0,0,0,22 3.909,0,0,0,0,0,22,CIZMAS L
,90.91%,9.09%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,20,2,0,0,0,22 3.909,0,0,0,0,0,22,
,90.91%,9.09%,0.00%,0.00%,0.00%,,,,,,,,,
PHEO-612-600,11,2,0,0,0,13 3.846,0,0,0,0,0,13,ZUNIGA G
,84.62%,15.38%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,11,2,0,0,0,13 3.846,0,0,0,0,0,13,
,84.62%,15.38%,0.00%,0.00%,0.00%,,,,,,,,,
PHEO-615-600,9,0,0,0,0,9 4.000,0,0,0,0,0,9,MCDONALD T
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,9,0,0,0,0,9 4.000,0,0,0,0,0,9,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
PHEO-640-600,11,7,1,0,0,19 3.526,0,0,0,0,0,19,PICKENS A
,57.89%,36.84%,5.26%,0.00%,0.00%,,,,,,,,,
