,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR FULL YR PROFESSIONAL 2020-2021,,,,,,,,,,,,
,,,,,,Professional Dentistry,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF DENTISTRY,,,,,,,,,,,,,,
,,,,,,,,TOTAL,,,,,,,
SECTION,A,B+,B,C+,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
DDDS-601-300,54,0,35,0,14,0,3,106,3.292,0,0,0,0,106,SVOBODA K
,50.94%,0.00%,33.02%,0.00%,13.21%,0.00%,2.83%,,,,,,,,
COURSE TOTAL:,54,0,35,0,14,0,3,106,3.292,0,0,0,0,106,
,50.94%,0.00%,33.02%,0.00%,13.21%,0.00%,2.83%,,,,,,,,
DDDS-602-300,68,0,27,0,11,0,0,106,3.537,0,0,0,0,106,KESTERKE M
,64.15%,0.00%,25.47%,0.00%,10.38%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,68,0,27,0,11,0,0,106,3.537,0,0,0,0,106,
,64.15%,0.00%,25.47%,0.00%,10.38%,0.00%,0.00%,,,,,,,,
DDDS-603-300,36,0,52,0,12,0,3,103,3.145,2,0,0,0,105,RUEST L
,34.95%,0.00%,50.49%,0.00%,11.65%,0.00%,2.91%,,,,,,,,
COURSE TOTAL:,36,0,52,0,12,0,3,103,3.145,2,0,0,0,105,
,34.95%,0.00%,50.49%,0.00%,11.65%,0.00%,2.91%,,,,,,,,
DDDS-604-300,24,0,62,0,17,0,2,105,3.009,0,0,0,0,105,HONEYMAN A
,22.86%,0.00%,59.05%,0.00%,16.19%,0.00%,1.90%,,,,,,,,
COURSE TOTAL:,24,0,62,0,17,0,2,105,3.009,0,0,0,0,105,
,22.86%,0.00%,59.05%,0.00%,16.19%,0.00%,1.90%,,,,,,,,
DDDS-605-300,86,0,19,0,0,0,0,105,3.819,0,0,0,0,105,MANSOUR M
,81.90%,0.00%,18.10%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,86,0,19,0,0,0,0,105,3.819,0,0,0,0,105,
,81.90%,0.00%,18.10%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-611-300,3,0,84,0,17,0,1,105,2.838,0,0,0,0,105,DECHOW P
,2.86%,0.00%,80.00%,0.00%,16.19%,0.00%,0.95%,,,,,,,,
COURSE TOTAL:,3,0,84,0,17,0,1,105,2.838,0,0,0,0,105,
,2.86%,0.00%,80.00%,0.00%,16.19%,0.00%,0.95%,,,,,,,,
,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR FULL YR PROFESSIONAL 2020-2021,,,,,,,,,,,,
,,,,,,Professional Dentistry,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF DENTISTRY,,,,,,,,,,,,,,
,,,,,,,,TOTAL,,,,,,,
SECTION,A,B+,B,C+,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
DDDS-612-300,100,0,5,0,0,0,0,105,3.952,0,0,0,0,105,HENNESSY B
,95.24%,0.00%,4.76%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,100,0,5,0,0,0,0,105,3.952,0,0,0,0,105,
,95.24%,0.00%,4.76%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-614-300,39,0,56,0,8,0,0,103,3.3,3,0,0,0,106,CRAMER G
,37.86%,0.00%,54.37%,0.00%,7.77%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,39,0,56,0,8,0,0,103,3.3,3,0,0,0,106,
,37.86%,0.00%,54.37%,0.00%,7.77%,0.00%,0.00%,,,,,,,,
DDDS-615-300,51,0,52,0,2,0,0,105,3.466,0,0,0,0,105,CRAMER G
,48.57%,0.00%,49.52%,0.00%,1.90%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,51,0,52,0,2,0,0,105,3.466,0,0,0,0,105,
,48.57%,0.00%,49.52%,0.00%,1.90%,0.00%,0.00%,,,,,,,,
DDDS-701-300,67,0,33,0,3,0,0,103,3.621,0,0,0,0,103,REUBEN J
,65.05%,0.00%,32.04%,0.00%,2.91%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,67,0,33,0,3,0,0,103,3.621,0,0,0,0,103,
,65.05%,0.00%,32.04%,0.00%,2.91%,0.00%,0.00%,,,,,,,,
DDDS-702-300,64,0,34,0,5,0,0,103,3.572,0,0,0,0,103,WOO V
,62.14%,0.00%,33.01%,0.00%,4.85%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,64,0,34,0,5,0,0,103,3.572,0,0,0,0,103,
,62.14%,0.00%,33.01%,0.00%,4.85%,0.00%,0.00%,,,,,,,,
DDDS-711-300,103,0,0,0,0,0,0,103,4,0,0,0,0,103,SIMONS P
,100,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,103,0,0,0,0,0,0,103,4,0,0,0,0,103,
,100,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR FULL YR PROFESSIONAL 2020-2021,,,,,,,,,,,,
,,,,,,Professional Dentistry,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF DENTISTRY,,,,,,,,,,,,,,
,,,,,,,,TOTAL,,,,,,,
SECTION,A,B+,B,C+,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
