,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2021,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,NURSING,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF NURSING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
NURS-305-200,6,0,0,0,0,6,4,0,0,0,0,0,6,PULLIUM C
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-305-598,53,0,0,0,0,53,4,0,0,0,0,0,53,PULLIUM C
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-305-599,64,0,0,0,0,64,4,0,0,0,0,0,64,PULLIUM C
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-305-700,14,0,0,0,0,14,4,0,0,0,0,0,14,PULLIUM C
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,137,0,0,0,0,137,4,0,0,0,0,0,137,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-306-500,41,38,2,0,0,81,3.481,0,0,0,0,0,81,ROSEN C
,50.62%,46.91%,2.47%,0.00%,0.00%,,,,,,,,,
NURS-306-501,22,10,0,0,0,32,3.687,0,0,0,0,0,32,GRUBEN D
,68.75%,31.25%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,63,48,2,0,0,113,3.539,0,0,0,0,0,113,
,55.75%,42.48%,1.77%,0.00%,0.00%,,,,,,,,,
NURS-307-500,80,1,0,0,0,81,3.987,0,0,0,0,0,81,ROSEN C
,98.77%,1.23%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-307-501,32,0,0,0,0,32,4,0,0,0,0,0,32,GRUBEN D
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,112,1,0,0,0,113,3.991,0,0,0,0,0,113,
,99.12%,0.88%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-312-500,62,18,0,0,0,80,3.775,0,0,0,0,0,80,MARKLUND L
,77.50%,22.50%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-312-501,30,2,0,0,0,32,3.937,0,0,0,0,0,32,BRUCE R
,93.75%,6.25%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2021,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,NURSING,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF NURSING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
COURSE TOTAL:,92,20,0,0,0,112,3.821,0,0,0,0,0,112,
,82.14%,17.86%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-315-500,41,11,1,0,0,53,3.754,0,0,0,0,0,53,SEABACK W
,77.36%,20.75%,1.89%,0.00%,0.00%,,,,,,,,,
NURS-315-501,15,12,0,0,0,27,3.555,0,0,0,0,0,27,MAULDIN B
,55.56%,44.44%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,56,23,1,0,0,80,3.687,0,0,0,0,0,80,
,70.00%,28.75%,1.25%,0.00%,0.00%,,,,,,,,,
NURS-316-501,24,8,0,0,0,32,3.75,0,0,0,0,0,32,MOFFITT C
,75.00%,25.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,24,8,0,0,0,32,3.75,0,0,0,0,0,32,
,75.00%,25.00%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-320-501,2,25,6,1,0,34,2.823,0,0,0,0,0,34,VELA C
,5.88%,73.53%,17.65%,2.94%,0.00%,,,,,,,,,
COURSE TOTAL:,2,25,6,1,0,34,2.823,0,0,0,0,0,34,
,5.88%,73.53%,17.65%,2.94%,0.00%,,,,,,,,,
NURS-323-500,25,30,1,0,0,56,3.428,0,0,0,0,0,56,WHITE-COREY S
,44.64%,53.57%,1.79%,0.00%,0.00%,,,,,,,,,
