,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2018,,,,,,,,,,
,,,,,,Graduate,,,,,,,,
COLLEGE:,EDUCATION & HUMAN DEVELOPMENT,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF EDUCATION,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
CEHD-603-600,7,3,1,0,0,11,3.545,0,1,0,0,0,12,GOODSON P
,63.64%,27.27%,9.09%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,7,3,1,0,0,11,3.545,0,1,0,0,0,12,
,63.64%,27.27%,9.09%,0.00%,0.00%,,,,,,,,,
DEPARTMENT TOTAL:,7,3,1,0,0,11,3.545,0,1,0,0,0,12,
,63.64%,27.27%,9.09%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2018,,,,,,,,,,
,,,,,,Graduate,,,,,,,,
COLLEGE:,EDUCATION & HUMAN DEVELOPMENT,,,,,,,,,,,,,
DEPARTMENT:,EDUC ADMN & HUMAN RESOURCE DEV,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
EDAD-601-600,8,0,0,0,0,8,4,0,0,0,0,0,8,HAYNES DAVISON C
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,8,0,0,0,0,8,4,0,0,0,0,0,8,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
EDAD-603-600,9,11,0,0,0,20,3.45,0,0,0,0,0,20,PONJUAN L
,45.00%,55.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,9,11,0,0,0,20,3.45,0,0,0,0,0,20,
,45.00%,55.00%,0.00%,0.00%,0.00%,,,,,,,,,
EDAD-605-700,21,7,0,0,0,28,3.75,0,0,0,0,0,28,IRBY B
,75.00%,25.00%,0.00%,0.00%,0.00%,,,,,,,,,
EDAD-605-701,12,0,0,0,0,12,4,0,0,0,0,0,12,LUEVANOS E
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,33,7,0,0,0,40,3.825,0,0,0,0,0,40,
,82.50%,17.50%,0.00%,0.00%,0.00%,,,,,,,,,
