,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2019,,,,,,,,,,
,,,,,Professional Veterinary Medicine,,,,,,,,,
COLLEGE:,VETERINARY MED & BIOMEDICAL SC,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF VETERINARY MEDICINE,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
VMID-935-301,137,0,0,0,0,137,4,0,0,0,0,0,137,STICKNEY M
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,137,0,0,0,0,137,4,0,0,0,0,0,137,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
VMID-989-321,11,0,0,0,0,11,4,0,0,0,0,0,11,TAYCE J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,11,0,0,0,0,11,4,0,0,0,0,0,11,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
DEPARTMENT TOTAL:,148,0,0,0,0,148,4,0,0,0,0,0,148,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2019,,,,,,,,,,
,,,,,Professional Veterinary Medicine,,,,,,,,,
COLLEGE:,VETERINARY MED & BIOMEDICAL SC,,,,,,,,,,,,,
DEPARTMENT:,VET INTEGRATIVE BIOSCIENCES,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
VIBS-910-301,38,74,40,6,1,159,2.893,0,0,0,0,0,159,HOFFMAN A
,23.90%,46.54%,25.16%,3.77%,0.63%,,,,,,,,,
COURSE TOTAL:,38,74,40,6,1,159,2.893,0,0,0,0,0,159,
,23.90%,46.54%,25.16%,3.77%,0.63%,,,,,,,,,
VIBS-911-301,90,63,6,0,0,159,3.528,0,0,0,0,0,159,KNEESE D
,56.60%,39.62%,3.77%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,90,63,6,0,0,159,3.528,0,0,0,0,0,159,
,56.60%,39.62%,3.77%,0.00%,0.00%,,,,,,,,,
VIBS-928-300,81,60,2,0,0,143,3.552,0,0,0,0,0,143,BUDKE C
,56.64%,41.96%,1.40%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,81,60,2,0,0,143,3.552,0,0,0,0,0,143,
,56.64%,41.96%,1.40%,0.00%,0.00%,,,,,,,,,
VIBS-936-301,156,3,0,0,0,159,3.981,0,0,0,0,0,159,VEMULAPALLI T
,98.11%,1.89%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,156,3,0,0,0,159,3.981,0,0,0,0,0,159,
,98.11%,1.89%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2019,,,,,,,,,,
,,,,,Professional Veterinary Medicine,,,,,,,,,
COLLEGE:,VETERINARY MED & BIOMEDICAL SC,,,,,,,,,,,,,
DEPARTMENT:,VET INTEGRATIVE BIOSCIENCES,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
DEPARTMENT TOTAL:,365,200,48,6,1,620,3.366,0,0,0,0,0,620,
,58.87%,32.26%,7.74%,0.97%,0.16%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2019,,,,,,,,,,
,,,,,Professional Veterinary Medicine,,,,,,,,,
COLLEGE:,VETERINARY MED & BIOMEDICAL SC,,,,,,,,,,,,,
DEPARTMENT:,VET LARGE ANIMAL CLINICAL SC,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
VLCS-925-301,28,89,19,1,0,137,3.051,0,0,0,0,0,137,VOGES A
,20.44%,64.96%,13.87%,0.73%,0.00%,,,,,,,,,
COURSE TOTAL:,28,89,19,1,0,137,3.051,0,0,0,0,0,137,
,20.44%,64.96%,13.87%,0.73%,0.00%,,,,,,,,,
VLCS-948-302,31,0,0,0,0,31,4,0,0,0,0,0,31,DOMINGUEZ B
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
