,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2018,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,VETERINARY MED & BIOMEDICAL SC,,,,,,,,,,,,,
DEPARTMENT:,VET INTEGRATIVE BIOSCIENCES,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
VIBS-305-301,25,21,11,2,0,59,3.169,1,0,0,1,1,62,PINE M
,42.37%,35.59%,18.64%,3.39%,0.00%,,,,,,,,,
COURSE TOTAL:,25,21,11,2,0,59,3.169,1,0,0,1,1,62,
,42.37%,35.59%,18.64%,3.39%,0.00%,,,,,,,,,
VIBS-616-101,10,0,0,0,0,10,4,0,0,0,0,0,10,ABBOTT L
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,10,0,0,0,0,10,4,0,0,0,0,0,10,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
VIBS-689-101,5,0,0,0,0,5,4,0,0,0,0,0,5,NGHIEM P
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,5,0,0,0,0,5,4,0,0,0,0,0,5,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
DEPARTMENT TOTAL:,40,21,11,2,0,74,3.276,1,0,0,1,1,77,
,54.05%,28.38%,14.86%,2.70%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2018,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,VETERINARY MED & BIOMEDICAL SC,,,,,,,,,,,,,
DEPARTMENT:,VET PHYSIOLOGY & PHARMACOLOGY,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
VTPP-401-150,26,0,0,0,0,26,4,0,0,0,0,1,27,WASSER J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,26,0,0,0,0,26,4,0,0,0,0,1,27,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
VTPP-423-300,9,14,17,13,1,54,2.314,0,0,0,1,0,55,HERMAN J
,16.67%,25.93%,31.48%,24.07%,1.85%,,,,,,,,,
COURSE TOTAL:,9,14,17,13,1,54,2.314,0,0,0,1,0,55,
,16.67%,25.93%,31.48%,24.07%,1.85%,,,,,,,,,
VTPP-485-108,10,0,0,0,0,10,4,0,0,0,0,0,10,RAMADOSS J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
VTPP-485-308,10,0,0,0,0,10,4,2,0,0,0,0,12,BLUE MCLENDON A
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,20,0,0,0,0,20,4,2,0,0,0,0,22,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
VTPP-489-150,27,2,0,0,0,29,3.931,0,0,0,0,0,29,FAJT V
,93.10%,6.90%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,27,2,0,0,0,29,3.931,0,0,0,0,0,29,
,93.10%,6.90%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2018,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
