,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2018,,,,,,,,,,
,,,,,,Professional Dentistry,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF DENTISTRY,,,,,,,,,,,,,,
,,,,,,,,TOTAL,,,,,,,
SECTION,A,B+,B,C+,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
DDDS-6510-300,65,19,13,6,3,0,0,106,3.646,0,0,0,0,106,GROPPE J
,61.32%,17.92%,12.26%,5.66%,2.83%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,65,19,13,6,3,0,0,106,3.646,0,0,0,0,106,
,61.32%,17.92%,12.26%,5.66%,2.83%,0.00%,0.00%,,,,,,,,
DDDS-6520-300,56,23,22,2,2,0,0,105,3.614,0,0,0,0,105,NOUREL-DIN A
,53.33%,21.90%,20.95%,1.90%,1.90%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,56,23,22,2,2,0,0,105,3.614,0,0,0,0,105,
,53.33%,21.90%,20.95%,1.90%,1.90%,0.00%,0.00%,,,,,,,,
DDDS-6540-300,18,16,34,18,14,6,0,106,2.915,0,0,0,0,106,MCDONALD S
,16.98%,15.09%,32.08%,16.98%,13.21%,5.66%,0.00%,,,,,,,,
COURSE TOTAL:,18,16,34,18,14,6,0,106,2.915,0,0,0,0,106,
,16.98%,15.09%,32.08%,16.98%,13.21%,5.66%,0.00%,,,,,,,,
DDDS-6543-300,9,20,47,17,11,2,0,106,2.957,0,0,0,0,106,MCDONALD S
,8.49%,18.87%,44.34%,16.04%,10.38%,1.89%,0.00%,,,,,,,,
COURSE TOTAL:,9,20,47,17,11,2,0,106,2.957,0,0,0,0,106,
,8.49%,18.87%,44.34%,16.04%,10.38%,1.89%,0.00%,,,,,,,,
DDDS-6580-300,72,19,12,2,0,0,0,105,3.766,0,0,0,0,105,CRAMER G
,68.57%,18.10%,11.43%,1.90%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,72,19,12,2,0,0,0,105,3.766,0,0,0,0,105,
,68.57%,18.10%,11.43%,1.90%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-6600-300,31,12,35,14,11,3,0,106,3.122,0,0,0,0,106,SVOBODA K
,29.25%,11.32%,33.02%,13.21%,10.38%,2.83%,0.00%,,,,,,,,
COURSE TOTAL:,31,12,35,14,11,3,0,106,3.122,0,0,0,0,106,
,29.25%,11.32%,33.02%,13.21%,10.38%,2.83%,0.00%,,,,,,,,
,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2018,,,,,,,,,,
,,,,,,Professional Dentistry,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF DENTISTRY,,,,,,,,,,,,,,
,,,,,,,,TOTAL,,,,,,,
SECTION,A,B+,B,C+,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
DDDS-6640-300,32,14,42,11,7,0,0,106,3.25,0,0,0,0,106,WANG Q
,30.19%,13.21%,39.62%,10.38%,6.60%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,32,14,42,11,7,0,0,106,3.25,0,0,0,0,106,
,30.19%,13.21%,39.62%,10.38%,6.60%,0.00%,0.00%,,,,,,,,
DDDS-6660-300,38,19,28,12,9,0,0,106,3.306,0,0,0,0,106,BUSCHANG P
,35.85%,17.92%,26.42%,11.32%,8.49%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,38,19,28,12,9,0,0,106,3.306,0,0,0,0,106,
,35.85%,17.92%,26.42%,11.32%,8.49%,0.00%,0.00%,,,,,,,,
DDDS-6690-300,100,5,1,0,0,0,0,106,3.966,0,0,0,0,106,JONES D
,94.34%,4.72%,0.94%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,100,5,1,0,0,0,0,106,3.966,0,0,0,0,106,
,94.34%,4.72%,0.94%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-6730-300,95,5,6,0,0,0,0,106,3.919,0,0,0,0,106,COBB S
,89.62%,4.72%,5.66%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,95,5,6,0,0,0,0,106,3.919,0,0,0,0,106,
,89.62%,4.72%,5.66%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-6740-300,9,11,35,21,20,5,5,106,2.613,0,0,0,0,106,HONEYMAN A
,8.49%,10.38%,33.02%,19.81%,18.87%,4.72%,4.72%,,,,,,,,
COURSE TOTAL:,9,11,35,21,20,5,5,106,2.613,0,0,0,0,106,
,8.49%,10.38%,33.02%,19.81%,18.87%,4.72%,4.72%,,,,,,,,
DDDS-6770-300,21,21,32,18,11,2,0,105,3.071,0,0,0,0,105,BENSON M
,20.00%,20.00%,30.48%,17.14%,10.48%,1.90%,0.00%,,,,,,,,
COURSE TOTAL:,21,21,32,18,11,2,0,105,3.071,0,0,0,0,105,
,20.00%,20.00%,30.48%,17.14%,10.48%,1.90%,0.00%,,,,,,,,
,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2018,,,,,,,,,,
,,,,,,Professional Dentistry,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF DENTISTRY,,,,,,,,,,,,,,
,,,,,,,,TOTAL,,,,,,,
SECTION,A,B+,B,C+,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
