,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2020,,,,,,,,,,
,,,,,,Graduate,,,,,,,,
COLLEGE:,PUBLIC HEALTH,,,,,,,,,,,,,
DEPARTMENT:,EPIDEMIOLOGY & BIOSTATISTICS,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
PHEB-606-399,9,1,1,0,0,11,3.727,0,0,0,1,0,12,ZHENG Q
,81.82%,9.09%,9.09%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,9,1,1,0,0,11,3.727,0,0,0,1,0,12,
,81.82%,9.09%,9.09%,0.00%,0.00%,,,,,,,,,
PHEB-622-399,8,7,0,0,0,15,3.533,0,0,0,0,0,15,REGAN A
,53.33%,46.67%,0.00%,0.00%,0.00%,,,,,,,,,
PHEB-622-700,2,4,0,0,0,6,3.333,0,0,0,0,0,6,REGAN A
,33.33%,66.67%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,10,11,0,0,0,21,3.476,0,0,0,0,0,21,
,47.62%,52.38%,0.00%,0.00%,0.00%,,,,,,,,,
PHEB-689-700,9,0,0,0,0,9,4,0,0,0,0,0,9,ZANWAR P
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,9,0,0,0,0,9,4,0,0,0,0,0,9,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2020,,,,,,,,,,
,,,,,,Graduate,,,,,,,,
COLLEGE:,PUBLIC HEALTH,,,,,,,,,,,,,
DEPARTMENT:,EPIDEMIOLOGY & BIOSTATISTICS,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
DEPARTMENT TOTAL:,28,12,1,0,0,41,3.658,0,0,0,1,0,42,
,68.29%,29.27%,2.44%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2020,,,,,,,,,,
,,,,,,Graduate,,,,,,,,
COLLEGE:,PUBLIC HEALTH,,,,,,,,,,,,,
DEPARTMENT:,HEALTH POLICY & MANAGEMENT,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
