,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2016,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,NURSING,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF NURSING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
NURS-305-500,47,2,0,0,0,49,3.959,0,0,0,0,0,49,KOSAREK J
,95.92%,4.08%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,47,2,0,0,0,49,3.959,0,0,0,0,0,49,
,95.92%,4.08%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-312-500,44,4,0,0,0,48,3.916,0,0,0,0,0,48,BRUCE R
,91.67%,8.33%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,44,4,0,0,0,48,3.916,0,0,0,0,0,48,
,91.67%,8.33%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-313-500,10,14,0,0,0,24,3.416,0,0,0,0,0,24,BONNER R
,41.67%,58.33%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,10,14,0,0,0,24,3.416,0,0,0,0,0,24,
,41.67%,58.33%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-314-900,22,2,0,0,0,24,3.916,0,0,0,0,0,24,STOUT AGUILAR J
,91.67%,8.33%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,22,2,0,0,0,24,3.916,0,0,0,0,0,24,
,91.67%,8.33%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-315-500,66,29,0,0,0,95,3.694,0,0,0,0,0,95,SEABACK W
,69.47%,30.53%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-315-501,11,7,0,0,0,18,3.611,0,0,0,0,0,18,SEABACK W
,61.11%,38.89%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,77,36,0,0,0,113,3.681,0,0,0,0,0,113,
,68.14%,31.86%,0.00%,0.00%,0.00%,,,,,,,,,
NURS-316-500,17,25,6,0,0,48,3.229,0,0,0,0,0,48,HOFFMAN M
,35.42%,52.08%,12.50%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2016,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,NURSING,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF NURSING,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
COURSE TOTAL:,17,25,6,0,0,48,3.229,0,0,0,0,0,48,
,35.42%,52.08%,12.50%,0.00%,0.00%,,,,,,,,,
NURS-320-500,7,11,6,0,0,24,3.041,0,0,0,0,0,24,BOSENBARK M
,29.17%,45.83%,25.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,7,11,6,0,0,24,3.041,0,0,0,0,0,24,
,29.17%,45.83%,25.00%,0.00%,0.00%,,,,,,,,,
NURS-323-500,12,11,2,0,0,25,3.4,0,0,0,0,1,26,WHITE-COREY S
,48.00%,44.00%,8.00%,0.00%,0.00%,,,,,,,,,
