,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2016,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,PUBLIC HEALTH,,,,,,,,,,,,,
DEPARTMENT:,ENVIRONMENTAL & OCCPTNL HLTH,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
PHEO-600-600,20,5,0,0,1,26,3.653,0,0,0,1,0,27,BENDEN M
,76.92%,19.23%,0.00%,0.00%,3.85%,,,,,,,,,
PHEO-600-601,6,1,0,1,0,8,3.5,0,0,0,0,0,8,CARRILLO G
,75.00%,12.50%,0.00%,12.50%,0.00%,,,,,,,,,
PHEO-600-699,15,20,3,0,0,38,3.315,0,0,0,1,0,39,BENDEN M
,39.47%,52.63%,7.89%,0.00%,0.00%,,,,,,,,,
PHEO-600-700,4,4,1,0,0,9,3.333,0,0,0,0,0,9,BENDEN M
,44.44%,44.44%,11.11%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,45,30,4,1,1,81,3.444,0,0,0,2,0,83,
,55.56%,37.04%,4.94%,1.23%,1.23%,,,,,,,,,
PHEO-605-600,24,0,0,0,0,24,4,0,0,0,0,0,24,MCDONALD T
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,24,0,0,0,0,24,4,0,0,0,0,0,24,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
PHEO-618-600,7,9,1,1,1,19,3.052,1,0,0,0,0,20,PICKENS A
,36.84%,47.37%,5.26%,5.26%,5.26%,,,,,,,,,
COURSE TOTAL:,7,9,1,1,1,19,3.052,1,0,0,0,0,20,
,36.84%,47.37%,5.26%,5.26%,5.26%,,,,,,,,,
PHEO-630-600,30,14,0,0,0,44,3.681,0,0,0,0,1,45,JOHNSON N
,68.18%,31.82%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,30,14,0,0,0,44,3.681,0,0,0,0,1,45,
,68.18%,31.82%,0.00%,0.00%,0.00%,,,,,,,,,
PHEO-639-600,9,1,0,0,0,10,3.9,0,0,0,0,0,10,CIZMAS L
,90.00%,10.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2016,,,,,,,,,,
,,,,,Undergraduate & Graduate,,,,,,,,,
COLLEGE:,PUBLIC HEALTH,,,,,,,,,,,,,
DEPARTMENT:,ENVIRONMENTAL & OCCPTNL HLTH,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
COURSE TOTAL:,9,1,0,0,0,10,3.9,0,0,0,0,0,10,
,90.00%,10.00%,0.00%,0.00%,0.00%,,,,,,,,,
PHEO-678-600,8,5,0,0,1,14,3.357,0,0,0,0,1,15,MEHTA R
,57.14%,35.71%,0.00%,0.00%,7.14%,,,,,,,,,
COURSE TOTAL:,8,5,0,0,1,14,3.357,0,0,0,0,1,15,
,57.14%,35.71%,0.00%,0.00%,7.14%,,,,,,,,,
PHEO-689-600,10,0,0,0,0,10,4,0,0,0,0,0,10,SHARMA V
