,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2020,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
PHAR-605-300,60,4,1,0,0,65,3.907,0,0,0,0,65,JOSEPH M
,92.31%,6.15%,1.54%,0.00%,0.00%,,,,,,,,
PHAR-605-301,41,3,0,0,0,44,3.931,0,0,0,0,44,JOSEPH M
,93.18%,6.82%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,101,7,1,0,0,109,3.917,0,0,0,0,109,
,92.66%,6.42%,0.92%,0.00%,0.00%,,,,,,,,
PHAR-610-300,29,33,3,0,0,65,3.4,0,0,0,0,65,MAJETI R
,44.62%,50.77%,4.62%,0.00%,0.00%,,,,,,,,
PHAR-610-301,30,11,3,0,0,44,3.613,0,0,0,0,44,MAJETI R
,68.18%,25.00%,6.82%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,59,44,6,0,0,109,3.486,0,0,0,0,109,
,54.13%,40.37%,5.50%,0.00%,0.00%,,,,,,,,
PHAR-626-300,13,33,19,0,0,65,2.907,0,0,0,0,65,BUSTAMANTE J
,20.00%,50.77%,29.23%,0.00%,0.00%,,,,,,,,
PHAR-626-301,18,19,6,1,0,44,3.227,0,0,0,0,44,BUSTAMANTE J
,40.91%,43.18%,13.64%,2.27%,0.00%,,,,,,,,
COURSE TOTAL:,31,52,25,1,0,109,3.036,0,0,0,0,109,
,28.44%,47.71%,22.94%,0.92%,0.00%,,,,,,,,
PHAR-627-300,17,42,5,1,0,65,3.153,0,0,0,0,65,KUMAR N
,26.15%,64.62%,7.69%,1.54%,0.00%,,,,,,,,
PHAR-627-301,26,14,3,1,0,44,3.477,0,0,0,0,44,KUMAR N
,59.09%,31.82%,6.82%,2.27%,0.00%,,,,,,,,
COURSE TOTAL:,43,56,8,2,0,109,3.284,0,0,0,0,109,
,39.45%,51.38%,7.34%,1.83%,0.00%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2020,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
PHAR-641-300,19,20,26,0,0,65,2.892,0,0,0,0,65,RAHMAN Z
,29.23%,30.77%,40.00%,0.00%,0.00%,,,,,,,,
PHAR-641-301,24,15,4,1,0,44,3.409,0,0,0,0,44,RAHMAN Z
,54.55%,34.09%,9.09%,2.27%,0.00%,,,,,,,,
COURSE TOTAL:,43,35,30,1,0,109,3.1,0,0,0,0,109,
,39.45%,32.11%,27.52%,0.92%,0.00%,,,,,,,,
PHAR-656-300,34,31,0,0,0,65,3.523,0,0,0,0,65,OFILI T
,52.31%,47.69%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-656-301,18,26,0,0,0,44,3.409,0,0,0,0,44,OFILI T
,40.91%,59.09%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,52,57,0,0,0,109,3.477,0,0,0,0,109,
,47.71%,52.29%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-671-300,63,2,0,0,0,65,3.969,0,0,0,0,65,EVERETT-HOUSER J
,96.92%,3.08%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-671-301,43,1,0,0,0,44,3.977,0,0,0,0,44,EVERETT-HOUSER J
,97.73%,2.27%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,106,3,0,0,0,109,3.972,0,0,0,0,109,
,97.25%,2.75%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-672-300,16,31,16,1,1,65,2.923,0,0,0,0,65,BREMICK M
,24.62%,47.69%,24.62%,1.54%,1.54%,,,,,,,,
PHAR-672-301,21,19,2,1,1,44,3.318,0,0,0,0,44,BREMICK M
,47.73%,43.18%,4.55%,2.27%,2.27%,,,,,,,,
COURSE TOTAL:,37,50,18,2,2,109,3.082,0,0,0,0,109,
,33.94%,45.87%,16.51%,1.83%,1.83%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2020,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
PHAR-710-300,32,27,11,1,0,71,3.267,0,0,0,0,71,FARRIS C
,45.07%,38.03%,15.49%,1.41%,0.00%,,,,,,,,
PHAR-710-301,28,10,3,0,1,42,3.523,0,0,0,0,42,FARRIS C
,66.67%,23.81%,7.14%,0.00%,2.38%,,,,,,,,
COURSE TOTAL:,60,37,14,1,1,113,3.362,0,0,0,0,113,
,53.10%,32.74%,12.39%,0.88%,0.88%,,,,,,,,
PHAR-711-300,15,37,17,2,0,71,2.915,0,0,0,0,71,HAY H
,21.13%,52.11%,23.94%,2.82%,0.00%,,,,,,,,
PHAR-711-301,24,14,2,2,0,42,3.428,0,0,0,0,42,HAY H
,57.14%,33.33%,4.76%,4.76%,0.00%,,,,,,,,
COURSE TOTAL:,39,51,19,4,0,113,3.106,0,0,0,0,113,
,34.51%,45.13%,16.81%,3.54%,0.00%,,,,,,,,
PHAR-714-300,71,0,0,0,0,71,4,0,0,0,0,71,DIEC S
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-714-301,41,0,1,0,0,42,3.952,0,0,0,0,42,DIEC S
,97.62%,0.00%,2.38%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,112,0,1,0,0,113,3.982,0,0,0,0,113,
,99.12%,0.00%,0.88%,0.00%,0.00%,,,,,,,,
PHAR-721-300,31,32,8,0,0,71,3.323,0,0,0,0,71,PANAHI L
,43.66%,45.07%,11.27%,0.00%,0.00%,,,,,,,,
PHAR-721-301,30,9,3,0,0,42,3.642,0,0,0,0,42,PANAHI L
,71.43%,21.43%,7.14%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,61,41,11,0,0,113,3.442,0,0,0,0,113,
,53.98%,36.28%,9.73%,0.00%,0.00%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2020,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
PHAR-741-300,17,39,15,0,0,71,3.028,0,0,0,0,71,PALAKURTHI S
,23.94%,54.93%,21.13%,0.00%,0.00%,,,,,,,,
PHAR-741-301,23,18,1,0,0,42,3.523,0,0,0,0,42,PALAKURTHI S
,54.76%,42.86%,2.38%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,40,57,16,0,0,113,3.212,0,0,0,0,113,
,35.40%,50.44%,14.16%,0.00%,0.00%,,,,,,,,
PHAR-742-300,26,28,17,0,0,71,3.126,0,0,0,0,71,NUTAN M
,36.62%,39.44%,23.94%,0.00%,0.00%,,,,,,,,
PHAR-742-301,27,10,5,0,0,42,3.523,0,0,0,0,42,NUTAN M
,64.29%,23.81%,11.90%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,53,38,22,0,0,113,3.274,0,0,0,0,113,
,46.90%,33.63%,19.47%,0.00%,0.00%,,,,,,,,
PHAR-766-300,9,0,0,0,0,9,4,0,0,0,0,10,JOSEPH M
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-766-301,10,0,0,0,0,10,4,0,0,0,0,10,JOSEPH M
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,19,0,0,0,0,19,4,0,0,0,0,20,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-771-300,26,0,0,0,0,26,4,0,0,0,0,26,EVERETT-HOUSER J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
