,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2020,,,,,,,,,,
,,,,,,Graduate,,,,,,,,
COLLEGE:,MEDICINE,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF MEDICINE,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
EDHP-630-700,13,1,0,0,0,14,3.928,0,0,0,0,0,14,ARNOLD S
,92.86%,7.14%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,13,1,0,0,0,14,3.928,0,0,0,0,0,14,
,92.86%,7.14%,0.00%,0.00%,0.00%,,,,,,,,,
HCPI-655-700,8,1,0,0,0,9,3.888,0,0,0,0,0,9,MIRANDA M
,88.89%,11.11%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,8,1,0,0,0,9,3.888,0,0,0,0,0,9,
,88.89%,11.11%,0.00%,0.00%,0.00%,,,,,,,,,
MPHY-624-601,19,1,0,0,0,20,3.95,0,0,0,0,0,20,VANBUREN V
,95.00%,5.00%,0.00%,0.00%,0.00%,,,,,,,,,
MPHY-624-602,7,2,0,0,0,9,3.777,0,0,0,0,0,9,VANBUREN V
,77.78%,22.22%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,26,3,0,0,0,29,3.896,0,0,0,0,0,29,
,89.66%,10.34%,0.00%,0.00%,0.00%,,,,,,,,,
MPIM-663-600,7,5,0,0,0,12,3.583,0,0,0,1,0,13,WILSON V
,58.33%,41.67%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,7,5,0,0,0,12,3.583,0,0,0,1,0,13,
,58.33%,41.67%,0.00%,0.00%,0.00%,,,,,,,,,
MSCI-601-601,13,3,0,0,0,16,3.812,0,0,0,0,0,16,CHAKRABORTY S
,81.25%,18.75%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,13,3,0,0,0,16,3.812,0,0,0,0,0,16,
,81.25%,18.75%,0.00%,0.00%,0.00%,,,,,,,,,
MSCI-605-600,6,0,0,0,0,6,4,0,0,0,0,0,6,WANG H
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2020,,,,,,,,,,
,,,,,,Graduate,,,,,,,,
COLLEGE:,MEDICINE,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF MEDICINE,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
COURSE TOTAL:,6,0,0,0,0,6,4,0,0,0,0,0,6,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
MSCI-609-305,10,0,0,0,0,10,4,0,0,0,0,0,10,WILSON V
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
MSCI-609-600,29,0,0,0,0,29,4,0,0,0,0,0,29,WILSON V
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,39,0,0,0,0,39,4,0,0,0,0,0,39,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
MSCI-689-601,5,0,0,0,0,5,4,0,0,0,0,0,5,CHAKRABORTY S
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
MSCI-689-604,15,0,0,0,0,15,4,0,0,0,0,0,15,HETTEMA J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,20,0,0,0,0,20,4,0,0,0,0,0,20,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2020,,,,,,,,,,
,,,,,,Graduate,,,,,,,,
COLLEGE:,MEDICINE,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF MEDICINE,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
DEPARTMENT TOTAL:,132,13,0,0,0,145,3.883,0,0,0,1,0,146,
,91.03%,8.97%,0.00%,0.00%,0.00%,,,,,,,,,
COLLEGE TOTAL:,132,13,0,0,0,145,3.883,0,0,0,1,0,146,
,91.03%,8.97%,0.00%,0.00%,0.00%,,,,,,,,,
