,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,,GRADE DISTRIBUTION REPORT FOR FALL 2020,,,,,,,,,,
,,,,,,Professional Dentistry,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF DENTISTRY,,,,,,,,,,,,,,
,,,,,,,,TOTAL,,,,,,,
SECTION,A,B+,B,C+,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
DDDS-601-300,54,0,35,0,14,0,3,106,3.292,0,0,0,0,106,SVOBODA K
,50.94%,0.00%,33.02%,0.00%,13.21%,0.00%,2.83%,,,,,,,,
COURSE TOTAL:,54,0,35,0,14,0,3,106,3.292,0,0,0,0,106,
,50.94%,0.00%,33.02%,0.00%,13.21%,0.00%,2.83%,,,,,,,,
DDDS-602-300,68,0,27,0,11,0,0,106,3.537,0,0,0,0,106,KESTERKE M
,64.15%,0.00%,25.47%,0.00%,10.38%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,68,0,27,0,11,0,0,106,3.537,0,0,0,0,106,
,64.15%,0.00%,25.47%,0.00%,10.38%,0.00%,0.00%,,,,,,,,
DDDS-614-300,39,0,56,0,8,0,0,103,3.3,3,0,0,0,106,CRAMER G
,37.86%,0.00%,54.37%,0.00%,7.77%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,39,0,56,0,8,0,0,103,3.3,3,0,0,0,106,
,37.86%,0.00%,54.37%,0.00%,7.77%,0.00%,0.00%,,,,,,,,
DDDS-701-300,67,0,33,0,3,0,0,103,3.621,0,0,0,0,103,REUBEN J
,65.05%,0.00%,32.04%,0.00%,2.91%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,67,0,33,0,3,0,0,103,3.621,0,0,0,0,103,
,65.05%,0.00%,32.04%,0.00%,2.91%,0.00%,0.00%,,,,,,,,
DDDS-716-300,75,0,23,0,1,0,0,99,3.747,4,0,0,0,103,ALLEN S
,75.76%,0.00%,23.23%,0.00%,1.01%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,75,0,23,0,1,0,0,99,3.747,4,0,0,0,103,
,75.76%,0.00%,23.23%,0.00%,1.01%,0.00%,0.00%,,,,,,,,
DDDS-717-300,67,0,22,0,0,0,0,89,3.752,14,0,0,0,103,ALLEN S
,75.28%,0.00%,24.72%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,67,0,22,0,0,0,0,89,3.752,14,0,0,0,103,
,75.28%,0.00%,24.72%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,,GRADE DISTRIBUTION REPORT FOR FALL 2020,,,,,,,,,,
,,,,,,Professional Dentistry,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF DENTISTRY,,,,,,,,,,,,,,
,,,,,,,,TOTAL,,,,,,,
SECTION,A,B+,B,C+,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
DDDS-721-300,96,0,7,0,0,0,0,103,3.932,0,0,0,0,103,HENNESSY B
,93.20%,0.00%,6.80%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,96,0,7,0,0,0,0,103,3.932,0,0,0,0,103,
,93.20%,0.00%,6.80%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-7270-301,1,0,4,0,1,0,0,6,3,0,0,0,0,6,REGAN D
,16.67%,0.00%,66.67%,0.00%,16.67%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,1,0,4,0,1,0,0,6,3,0,0,0,0,6,
,16.67%,0.00%,66.67%,0.00%,16.67%,0.00%,0.00%,,,,,,,,
DDDS-731-300,80,0,24,0,1,0,0,105,3.752,0,0,0,0,105,GONZALEZ M
,76.19%,0.00%,22.86%,0.00%,0.95%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,80,0,24,0,1,0,0,105,3.752,0,0,0,0,105,
,76.19%,0.00%,22.86%,0.00%,0.95%,0.00%,0.00%,,,,,,,,
DDDS-741-300,81,0,22,0,0,0,0,103,3.786,0,0,0,0,103,GONZALEZ M
,78.64%,0.00%,21.36%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,81,0,22,0,0,0,0,103,3.786,0,0,0,0,103,
,78.64%,0.00%,21.36%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-742-300,105,0,0,0,0,0,0,105,4,0,0,0,0,105,ELLIS M
,100,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,105,0,0,0,0,0,0,105,4,0,0,0,0,105,
,100,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-8060-300,44,0,53,0,6,0,1,104,3.336,0,0,0,1,105,SCHWEITZER J
,42.31%,0.00%,50.96%,0.00%,5.77%,0.00%,0.96%,,,,,,,,
COURSE TOTAL:,44,0,53,0,6,0,1,104,3.336,0,0,0,1,105,
,42.31%,0.00%,50.96%,0.00%,5.77%,0.00%,0.96%,,,,,,,,
,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,,GRADE DISTRIBUTION REPORT FOR FALL 2020,,,,,,,,,,
,,,,,,Professional Dentistry,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF DENTISTRY,,,,,,,,,,,,,,
,,,,,,,,TOTAL,,,,,,,
SECTION,A,B+,B,C+,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
DDDS-8080-300,38,0,51,0,10,0,6,105,3.095,0,0,0,0,105,ROTHMAN STOLER A
,36.19%,0.00%,48.57%,0.00%,9.52%,0.00%,5.71%,,,,,,,,
COURSE TOTAL:,38,0,51,0,10,0,6,105,3.095,0,0,0,0,105,
,36.19%,0.00%,48.57%,0.00%,9.52%,0.00%,5.71%,,,,,,,,
DDDS-8140-300,23,0,22,0,1,0,0,46,3.478,59,0,0,0,105,TIMOTHE P
,50.00%,0.00%,47.83%,0.00%,2.17%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,23,0,22,0,1,0,0,46,3.478,59,0,0,0,105,
,50.00%,0.00%,47.83%,0.00%,2.17%,0.00%,0.00%,,,,,,,,
DDDS-8220-300,71,0,32,0,2,0,0,105,3.657,0,0,0,0,105,CRAMER G
,67.62%,0.00%,30.48%,0.00%,1.90%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,71,0,32,0,2,0,0,105,3.657,0,0,0,0,105,
,67.62%,0.00%,30.48%,0.00%,1.90%,0.00%,0.00%,,,,,,,,
DDDS-8240-300,37,0,44,0,14,0,9,104,2.961,0,0,0,1,105,GONZALEZ M
,35.58%,0.00%,42.31%,0.00%,13.46%,0.00%,8.65%,,,,,,,,
COURSE TOTAL:,37,0,44,0,14,0,9,104,2.961,0,0,0,1,105,
,35.58%,0.00%,42.31%,0.00%,13.46%,0.00%,8.65%,,,,,,,,
DDDS-8280-300,85,0,19,0,0,0,0,104,3.817,1,0,0,0,105,WOO V
,81.73%,0.00%,18.27%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,85,0,19,0,0,0,0,104,3.817,1,0,0,0,105,
,81.73%,0.00%,18.27%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-8360-301,0,0,4,0,1,0,0,5,2.8,0,0,0,0,5,REGAN D
,0.00%,0.00%,80.00%,0.00%,20.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,0,0,4,0,1,0,0,5,2.8,0,0,0,0,5,
,0.00%,0.00%,80.00%,0.00%,20.00%,0.00%,0.00%,,,,,,,,
,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,,GRADE DISTRIBUTION REPORT FOR FALL 2020,,,,,,,,,,
,,,,,,Professional Dentistry,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF DENTISTRY,,,,,,,,,,,,,,
,,,,,,,,TOTAL,,,,,,,
SECTION,A,B+,B,C+,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
DDDS-8370-300,103,0,2,0,0,0,0,105,3.98,0,0,0,0,105,SIMONS P
,98.10%,0.00%,1.90%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,103,0,2,0,0,0,0,105,3.98,0,0,0,0,105,
,98.10%,0.00%,1.90%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
