,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2020,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,VETERINARY MED & BIOMEDICAL SC,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF VETERINARY MEDICINE,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
BIMS-101-501,117,0,0,0,0,117,4,0,0,0,0,0,117,TIAN Y
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
BIMS-101-502,119,0,0,0,0,119,4,0,0,0,1,0,120,TIAN Y
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
BIMS-101-503,98,15,4,0,2,119,3.739,0,0,0,0,0,119,IVANOV I
,82.35%,12.61%,3.36%,0.00%,1.68%,,,,,,,,,
BIMS-101-504,95,13,7,0,1,116,3.732,0,0,0,2,0,118,IVANOV I
,81.90%,11.21%,6.03%,0.00%,0.86%,,,,,,,,,
BIMS-101-M01,18,8,2,3,2,33,3.121,0,0,0,0,0,33,CAVAZOS C
,54.55%,24.24%,6.06%,9.09%,6.06%,,,,,,,,,
COURSE TOTAL:,447,36,13,3,5,504,3.819,0,0,0,3,0,507,
,88.69%,7.14%,2.58%,0.60%,0.99%,,,,,,,,,
BIMS-110-501,113,2,0,1,1,117,3.923,0,0,0,1,0,118,YOUNG C
,96.58%,1.71%,0.00%,0.85%,0.85%,,,,,,,,,
BIMS-110-502,74,4,1,1,1,81,3.839,0,0,0,0,0,81,YOUNG C
,91.36%,4.94%,1.23%,1.23%,1.23%,,,,,,,,,
COURSE TOTAL:,187,6,1,2,2,198,3.888,0,0,0,1,0,199,
,94.44%,3.03%,0.51%,1.01%,1.01%,,,,,,,,,
BIMS-289-500,20,3,0,0,0,23,3.869,0,0,0,0,0,23,CROUCH E
,86.96%,13.04%,0.00%,0.00%,0.00%,,,,,,,,,
BIMS-289-501,24,0,0,0,0,24,4,0,0,0,0,0,24,CROUCH E
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
BIMS-289-503,24,0,0,0,0,24,4,0,0,0,0,0,24,RIVERA G
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
BIMS-289-504,22,0,0,0,0,22,4,0,0,0,0,0,22,BRIGHTSMITH D
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2020,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,VETERINARY MED & BIOMEDICAL SC,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF VETERINARY MEDICINE,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
BIMS-289-505,23,0,0,0,0,23,4,0,0,0,0,0,23,NIEMEYER S
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
BIMS-289-506,25,0,0,0,0,25,4,0,0,0,0,0,25,CARLISLE E
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
BIMS-289-507,25,0,0,0,0,25,4,0,0,0,0,0,25,BLACK M
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
BIMS-289-508,23,0,0,0,0,23,4,0,0,0,0,0,23,JOHNSON K
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,186,3,0,0,0,189,3.984,0,0,0,0,0,189,
,98.41%,1.59%,0.00%,0.00%,0.00%,,,,,,,,,
BIMS-320-201,13,2,0,0,0,15,3.866,0,0,0,0,0,15,RAUDSEPP T
,86.67%,13.33%,0.00%,0.00%,0.00%,,,,,,,,,
BIMS-320-501,32,28,29,0,1,90,3,0,0,0,11,0,101,MURPHY W
,35.56%,31.11%,32.22%,0.00%,1.11%,,,,,,,,,
BIMS-320-502,102,2,0,0,0,104,3.98,0,0,0,0,0,104,VENKATRAJ V
,98.08%,1.92%,0.00%,0.00%,0.00%,,,,,,,,,
BIMS-320-503,60,29,10,1,0,100,3.48,0,0,0,0,0,100,BERGTHORSSON U
,60.00%,29.00%,10.00%,1.00%,0.00%,,,,,,,,,
COURSE TOTAL:,207,61,39,1,1,309,3.527,0,0,0,11,0,320,
,66.99%,19.74%,12.62%,0.32%,0.32%,,,,,,,,,
BIMS-405-500,32,6,1,0,0,39,3.794,0,0,0,0,0,39,DERR J
,82.05%,15.38%,2.56%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,32,6,1,0,0,39,3.794,0,0,0,0,0,39,
,82.05%,15.38%,2.56%,0.00%,0.00%,,,,,,,,,
BIMS-421-500,20,0,0,0,0,20,4,0,0,0,1,0,21,VENKATRAJ V
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2020,,,,,,,,,,
,,,,,,Undergraduate,,,,,,,,
COLLEGE:,VETERINARY MED & BIOMEDICAL SC,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF VETERINARY MEDICINE,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
COURSE TOTAL:,20,0,0,0,0,20,4,0,0,0,1,0,21,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
BIMS-485-500,20,0,0,0,0,20,4,0,0,0,0,0,20,CROUCH E
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
BIMS-485-543,5,0,0,0,0,5,4,0,0,0,0,0,5,BLACK M
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,25,0,0,0,0,25,4,0,0,0,0,0,25,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
BIMS-491-534,11,1,0,0,0,12,4,0,0,0,0,0,12,CROUCH E
,91.67%,8.33%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,11,1,0,0,0,12,4,0,0,0,0,0,12,
,91.67%,8.33%,0.00%,0.00%,0.00%,,,,,,,,,
BIMS-602-600,17,0,0,0,0,17,4,0,0,0,0,0,17,BURGHARDT R
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,17,0,0,0,0,17,4,0,0,0,0,0,17,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2020,,,,,,,,,,
,,,,,,Graduate,,,,,,,,
COLLEGE:,VETERINARY MED & BIOMEDICAL SC,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF VETERINARY MEDICINE,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
DEPARTMENT TOTAL:,1132,113,54,6,8,1313,3.725,0,0,0,16,0,1329,
,86.21%,8.61%,4.11%,0.46%,0.61%,,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR FALL 2020,,,,,,,,,,
,,,,,,Graduate,,,,,,,,
COLLEGE:,VETERINARY MED & BIOMEDICAL SC,,,,,,,,,,,,,
DEPARTMENT:,VET INTEGRATIVE BIOSCIENCES,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- ----- -----,,,------- -------------------,,
VIBS-101-500,38,1,1,0,0,40,3.925,0,0,0,1,0,41,KO G
,95.00%,2.50%,2.50%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,38,1,1,0,0,40,3.925,0,0,0,1,0,41,
,95.00%,2.50%,2.50%,0.00%,0.00%,,,,,,,,,
VIBS-111-500,114,2,0,1,1,118,3.923,0,0,0,0,0,118,YOUNG C
,96.61%,1.69%,0.00%,0.85%,0.85%,,,,,,,,,
VIBS-111-501,82,2,0,0,1,85,3.929,0,0,0,0,0,85,YOUNG C
,96.47%,2.35%,0.00%,0.00%,1.18%,,,,,,,,,
COURSE TOTAL:,196,4,0,1,2,203,3.926,0,0,0,0,0,203,
