,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2017,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
PHAR-601-300,67,12,4,1,0,84,3.726,0,0,0,0,84,PETERSON S
,79.76%,14.29%,4.76%,1.19%,0.00%,,,,,,,,
PHAR-601-301,31,2,1,1,0,35,3.8,0,0,0,0,35,PETERSON S
,88.57%,5.71%,2.86%,2.86%,0.00%,,,,,,,,
COURSE TOTAL:,98,14,5,2,0,119,3.747,0,0,0,0,119,
,82.35%,11.76%,4.20%,1.68%,0.00%,,,,,,,,
PHAR-606-300,71,13,0,0,0,84,3.845,0,0,0,0,84,JOSEPH M
,84.52%,15.48%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-606-301,34,1,0,0,0,35,3.971,0,0,0,0,35,JOSEPH M
,97.14%,2.86%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,105,14,0,0,0,119,3.882,0,0,0,0,119,
,88.24%,11.76%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-611-300,17,32,29,5,1,84,2.702,0,0,0,0,84,PETERSON S
,20.24%,38.10%,34.52%,5.95%,1.19%,,,,,,,,
PHAR-611-301,10,15,9,1,0,35,2.971,0,0,0,0,35,PETERSON S
,28.57%,42.86%,25.71%,2.86%,0.00%,,,,,,,,
COURSE TOTAL:,27,47,38,6,1,119,2.781,0,0,0,0,119,
,22.69%,39.50%,31.93%,5.04%,0.84%,,,,,,,,
PHAR-628-300,18,44,19,2,1,84,2.904,0,0,0,0,84,ZHONG L
,21.43%,52.38%,22.62%,2.38%,1.19%,,,,,,,,
PHAR-628-301,13,15,7,0,0,35,3.171,0,0,0,0,35,ZHONG L
,37.14%,42.86%,20.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,31,59,26,2,1,119,2.983,0,0,0,0,119,
,26.05%,49.58%,21.85%,1.68%,0.84%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2017,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
PHAR-642-300,46,34,3,1,0,84,3.488,0,0,0,0,84,NUTAN M
,54.76%,40.48%,3.57%,1.19%,0.00%,,,,,,,,
PHAR-642-301,15,19,1,0,0,35,3.4,0,0,0,0,35,NUTAN M
,42.86%,54.29%,2.86%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,61,53,4,1,0,119,3.462,0,0,0,0,119,
,51.26%,44.54%,3.36%,0.84%,0.00%,,,,,,,,
PHAR-657-300,16,41,27,0,0,84,2.869,0,0,0,0,84,HOLDER E
,19.05%,48.81%,32.14%,0.00%,0.00%,,,,,,,,
PHAR-657-301,8,25,2,0,0,35,3.171,0,0,0,0,35,HOLDER E
,22.86%,71.43%,5.71%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,24,66,29,0,0,119,2.957,0,0,0,0,119,
,20.17%,55.46%,24.37%,0.00%,0.00%,,,,,,,,
PHAR-658-300,21,35,24,3,1,84,2.857,0,0,0,0,84,BOWMAN J
,25.00%,41.67%,28.57%,3.57%,1.19%,,,,,,,,
PHAR-658-301,12,14,9,0,0,35,3.085,0,0,0,0,35,BOWMAN J
,34.29%,40.00%,25.71%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,33,49,33,3,1,119,2.924,0,0,0,0,119,
,27.73%,41.18%,27.73%,2.52%,0.84%,,,,,,,,
PHAR-673-300,19,42,20,3,0,84,2.916,0,0,0,0,84,MILLER H
,22.62%,50.00%,23.81%,3.57%,0.00%,,,,,,,,
PHAR-673-301,8,23,4,0,0,35,3.114,0,0,0,0,35,MILLER H
,22.86%,65.71%,11.43%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,27,65,24,3,0,119,2.974,0,0,0,0,119,
,22.69%,54.62%,20.17%,2.52%,0.00%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2017,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
PHAR-701-300,66,13,5,0,0,84,3.726,0,0,0,0,84,PETERSON S
,78.57%,15.48%,5.95%,0.00%,0.00%,,,,,,,,
