,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2020,,,,,,,,,,
,,,,,,Professional Dentistry,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF DENTISTRY,,,,,,,,,,,,,,
,,,,,,,,TOTAL,,,,,,,
SECTION,A,B+,B,C+,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
DDDS-601-300,49,0,42,0,11,0,0,102,3.372,4,0,0,0,106,SVOBODA K
,48.04%,0.00%,41.18%,0.00%,10.78%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,49,0,42,0,11,0,0,102,3.372,4,0,0,0,106,
,48.04%,0.00%,41.18%,0.00%,10.78%,0.00%,0.00%,,,,,,,,
DDDS-602-300,63,0,38,0,5,0,0,106,3.547,0,0,0,0,106,KESTERKE M
,59.43%,0.00%,35.85%,0.00%,4.72%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,63,0,38,0,5,0,0,106,3.547,0,0,0,0,106,
,59.43%,0.00%,35.85%,0.00%,4.72%,0.00%,0.00%,,,,,,,,
DDDS-603-300,49,0,46,0,7,0,4,106,3.283,0,0,0,0,106,RUEST L
,46.23%,0.00%,43.40%,0.00%,6.60%,0.00%,3.77%,,,,,,,,
COURSE TOTAL:,49,0,46,0,7,0,4,106,3.283,0,0,0,0,106,
,46.23%,0.00%,43.40%,0.00%,6.60%,0.00%,3.77%,,,,,,,,
DDDS-604-300,26,0,64,0,13,0,3,106,3.038,0,0,0,0,106,HONEYMAN A
,24.53%,0.00%,60.38%,0.00%,12.26%,0.00%,2.83%,,,,,,,,
COURSE TOTAL:,26,0,64,0,13,0,3,106,3.038,0,0,0,0,106,
,24.53%,0.00%,60.38%,0.00%,12.26%,0.00%,2.83%,,,,,,,,
DDDS-605-300,47,0,52,0,7,0,0,106,3.377,0,0,0,0,106,WRIGHT J
,44.34%,0.00%,49.06%,0.00%,6.60%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,47,0,52,0,7,0,0,106,3.377,0,0,0,0,106,
,44.34%,0.00%,49.06%,0.00%,6.60%,0.00%,0.00%,,,,,,,,
DDDS-612-300,106,0,0,0,0,0,0,106,4,0,0,0,0,106,HENNESSY B
,100,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,106,0,0,0,0,0,0,106,4,0,0,0,0,106,
,100,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2020,,,,,,,,,,
,,,,,,Professional Dentistry,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF DENTISTRY,,,,,,,,,,,,,,
,,,,,,,,TOTAL,,,,,,,
SECTION,A,B+,B,C+,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,---,------,------------
DDDS-7010-300,54,0,42,0,8,0,0,104,3.442,0,0,0,0,104,BENINGER C
,51.92%,0.00%,40.38%,0.00%,7.69%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,54,0,42,0,8,0,0,104,3.442,0,0,0,0,104,
,51.92%,0.00%,40.38%,0.00%,7.69%,0.00%,0.00%,,,,,,,,
DDDS-7020-300,33,0,57,0,9,0,3,102,3.147,2,0,0,0,104,JALALI S
,32.35%,0.00%,55.88%,0.00%,8.82%,0.00%,2.94%,,,,,,,,
COURSE TOTAL:,33,0,57,0,9,0,3,102,3.147,2,0,0,0,104,
,32.35%,0.00%,55.88%,0.00%,8.82%,0.00%,2.94%,,,,,,,,
DDDS-7024-300,63,0,38,0,2,0,1,104,3.557,0,0,0,0,104,JALALI S
,60.58%,0.00%,36.54%,0.00%,1.92%,0.00%,0.96%,,,,,,,,
COURSE TOTAL:,63,0,38,0,2,0,1,104,3.557,0,0,0,0,104,
,60.58%,0.00%,36.54%,0.00%,1.92%,0.00%,0.96%,,,,,,,,
DDDS-7040-300,71,0,32,0,1,0,0,104,3.673,0,0,0,0,104,BUIE C
,68.27%,0.00%,30.77%,0.00%,0.96%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,71,0,32,0,1,0,0,104,3.673,0,0,0,0,104,
,68.27%,0.00%,30.77%,0.00%,0.96%,0.00%,0.00%,,,,,,,,
DDDS-7080-300,103,0,1,0,0,0,0,104,3.99,0,0,0,0,104,GANNAWAY M
,99.04%,0.00%,0.96%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,103,0,1,0,0,0,0,104,3.99,0,0,0,0,104,
,99.04%,0.00%,0.96%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
DDDS-7100-300,23,0,67,0,13,0,1,104,3.067,0,0,0,0,104,BENINGER C
,22.12%,0.00%,64.42%,0.00%,12.50%,0.00%,0.96%,,,,,,,,
COURSE TOTAL:,23,0,67,0,13,0,1,104,3.067,0,0,0,0,104,
,22.12%,0.00%,64.42%,0.00%,12.50%,0.00%,0.96%,,,,,,,,
,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,
,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2020,,,,,,,,,,
,,,,,,Professional Dentistry,,,,,,,,,
COLLEGE:,DENTISTRY,,,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF DENTISTRY,,,,,,,,,,,,,,
,,,,,,,,TOTAL,,,,,,,
