,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2020,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
PHAR-601-300,72,0,0,0,0,72,4,0,0,0,0,72,PETERSON S
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-601-301,39,0,0,0,0,39,4,0,0,0,0,39,PETERSON S
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,111,0,0,0,0,111,4,0,0,0,0,111,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-606-300,57,13,2,0,0,72,3.763,0,0,0,0,72,JOSEPH M
,79.17%,18.06%,2.78%,0.00%,0.00%,,,,,,,,
PHAR-606-301,31,7,1,0,0,39,3.769,0,0,0,0,39,JOSEPH M
,79.49%,17.95%,2.56%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,88,20,3,0,0,111,3.765,0,0,0,0,111,
,79.28%,18.02%,2.70%,0.00%,0.00%,,,,,,,,
PHAR-611-300,37,29,6,0,0,72,3.43,0,0,0,0,72,PETERSON S
,51.39%,40.28%,8.33%,0.00%,0.00%,,,,,,,,
PHAR-611-301,30,4,5,0,0,39,3.641,0,0,0,0,39,PETERSON S
,76.92%,10.26%,12.82%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,67,33,11,0,0,111,3.504,0,0,0,0,111,
,60.36%,29.73%,9.91%,0.00%,0.00%,,,,,,,,
PHAR-628-300,35,34,3,0,0,72,3.444,0,0,0,0,72,ZHONG L
,48.61%,47.22%,4.17%,0.00%,0.00%,,,,,,,,
PHAR-628-301,27,12,0,0,0,39,3.692,0,0,0,0,39,ZHONG L
,69.23%,30.77%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,62,46,3,0,0,111,3.531,0,0,0,0,111,
,55.86%,41.44%,2.70%,0.00%,0.00%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2020,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
PHAR-657-300,24,42,6,0,0,72,3.25,0,0,0,0,72,HOLDER E
,33.33%,58.33%,8.33%,0.00%,0.00%,,,,,,,,
PHAR-657-301,20,16,3,0,0,39,3.435,0,0,0,0,39,HOLDER E
,51.28%,41.03%,7.69%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,44,58,9,0,0,111,3.315,0,0,0,0,111,
,39.64%,52.25%,8.11%,0.00%,0.00%,,,,,,,,
PHAR-658-300,27,32,13,0,0,72,3.194,0,0,0,0,72,HERNANDEZ J
,37.50%,44.44%,18.06%,0.00%,0.00%,,,,,,,,
PHAR-658-301,17,19,3,0,0,39,3.358,0,0,0,0,39,HERNANDEZ J
,43.59%,48.72%,7.69%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,44,51,16,0,0,111,3.252,0,0,0,0,111,
,39.64%,45.95%,14.41%,0.00%,0.00%,,,,,,,,
PHAR-673-300,46,25,1,0,0,72,3.625,0,0,0,0,72,HAY H
,63.89%,34.72%,1.39%,0.00%,0.00%,,,,,,,,
PHAR-673-301,30,9,0,0,0,39,3.769,0,0,0,0,39,HAY H
,76.92%,23.08%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,76,34,1,0,0,111,3.675,0,0,0,0,111,
,68.47%,30.63%,0.90%,0.00%,0.00%,,,,,,,,
PHAR-701-300,63,0,0,0,0,63,4,0,0,0,0,63,PETERSON S
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
PHAR-701-301,39,0,0,0,0,39,4,0,0,0,1,40,PETERSON S
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
COURSE TOTAL:,102,0,0,0,0,102,4,0,0,0,1,103,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,,,,,TEXAS A&M UNIVERSITY,,,,,,,,
,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2020,,,,,,,,,
,,,,,Professional Pharmacy,,,,,,,,
COLLEGE:,PHARMACY,,,,,,,,,,,,
DEPARTMENT:,COLLEGE OF PHARMACY,,,,,TOTAL,,,,,,,
SECTION,A,B,C,D,F,A - F,GPA,I,S,U,X,TOTAL,INSTRUCTOR
------------,-------,-------,-------,-------,-------,-------,-----,-----,----- ----- -----,,,------- -------------------,
PHAR-712-300,13,34,15,1,0,63,2.936,0,0,0,0,63,BUSTAMANTE J
,20.63%,53.97%,23.81%,1.59%,0.00%,,,,,,,,
PHAR-712-301,13,14,12,1,0,40,2.975,0,0,0,0,40,BUSTAMANTE J
,32.50%,35.00%,30.00%,2.50%,0.00%,,,,,,,,
COURSE TOTAL:,26,48,27,2,0,103,2.951,0,0,0,0,103,
,25.24%,46.60%,26.21%,1.94%,0.00%,,,,,,,,
PHAR-713-300,37,25,1,0,0,63,3.571,0,0,0,0,63,CHOUDHURY M
,58.73%,39.68%,1.59%,0.00%,0.00%,,,,,,,,
PHAR-713-301,15,19,3,2,1,40,3.125,0,0,0,0,40,CHOUDHURY M
